Date ,Time,Site_Name,Cond_uS_cm,nLF_Cond_uS_cm,ODO_percent_sat,ODO_percent_cb,ODO_mg_L,Sal_psu,SpCond_uS_cm,TDS_mg_L,Turbidity_NTU,TSS_mg_L,Temp_celcius,pH,Turbidity_FNU,Notes
7/4/2024,15:00:00,Pond 27,368.10,323.80,85.20,86.40,6.29,0.15,328.30,213.00,0.65,0.00,31.34,7.47,na,
7/4/2024,16:00:00,Pond 27,369.30,323.30,97.30,98.70,7.15,0.15,327.90,213.00,0.57,0.00,31.61,7.57,na,
7/4/2024,17:00:00,Pond 27,370.60,322.80,103.10,104.60,7.54,0.15,327.70,213.00,0.57,0.00,31.86,7.61,na,
7/4/2024,18:00:00,Pond 27,371.40,322.60,99.70,101.20,7.28,0.15,327.60,213.00,0.43,0.00,32.00,7.58,na,
7/4/2024,19:00:00,Pond 27,371.50,322.30,100.90,102.40,7.36,0.15,327.30,213.00,0.37,0.00,32.06,7.57,na,
7/4/2024,20:00:00,Pond 27,371.60,322.50,102.80,104.30,7.50,0.15,327.50,213.00,0.51,0.00,32.04,7.59,na,
7/4/2024,21:00:00,Pond 27,370.60,322.10,90.90,92.30,6.64,0.15,327.00,213.00,0.52,0.00,31.99,7.49,na,
7/4/2024,22:00:00,Pond 27,370.00,321.70,83.40,84.60,6.09,0.15,326.70,212.00,0.37,0.00,31.94,7.56,na,
7/4/2024,23:00:00,Pond 27,370.00,321.80,84.00,85.20,6.14,0.15,326.70,212.00,0.28,0.00,31.93,7.53,na,
7/5/2024,0:00:00,Pond 27,371.40,323.20,82.40,83.60,6.02,0.15,328.10,213.00,0.38,0.00,31.91,7.50,na,
7/5/2024,1:00:00,Pond 27,370.20,322.60,85.40,86.70,6.25,0.15,327.40,213.00,0.47,0.00,31.85,7.52,na,
7/5/2024,2:00:00,Pond 27,366.40,320.40,69.50,70.50,5.10,0.15,325.00,211.00,0.39,0.00,31.66,7.48,na,
7/5/2024,3:00:00,Pond 27,364.40,321.00,61.40,62.30,4.54,0.15,325.40,212.00,0.38,0.00,31.27,7.43,na,
7/5/2024,4:00:00,Pond 27,364.80,323.00,49.20,50.00,3.66,0.15,327.20,213.00,0.41,0.00,31.01,7.34,na,
7/5/2024,5:00:00,Pond 27,365.30,324.70,39.40,39.90,2.93,0.15,328.80,214.00,0.41,0.00,30.81,7.28,na,
7/5/2024,6:00:00,Pond 27,365.20,325.80,33.10,33.60,2.47,0.15,329.80,214.00,0.49,0.00,30.63,7.25,na,
7/5/2024,7:00:00,Pond 27,365.00,326.80,27.90,28.40,2.09,0.16,330.70,215.00,0.32,0.00,30.44,7.24,na,
7/5/2024,8:00:00,Pond 27,363.10,326.40,32.20,32.70,2.42,0.16,330.10,215.00,0.50,0.00,30.24,7.25,na,
7/5/2024,9:00:00,Pond 27,361.40,325.30,31.60,32.00,2.38,0.15,328.90,214.00,1.45,0.00,30.18,7.20,na,
7/5/2024,10:00:00,Pond 27,361.30,324.90,34.00,34.50,2.56,0.15,328.50,214.00,1.15,0.00,30.23,7.22,na,
7/5/2024,11:00:00,Pond 27,361.30,324.20,40.30,40.90,3.03,0.15,327.90,213.00,1.05,0.00,30.34,7.25,na,
7/5/2024,12:00:00,Pond 27,360.10,323.00,40.90,41.50,3.07,0.15,326.70,212.00,0.68,0.00,30.36,7.26,na,
7/5/2024,13:00:00,Pond 27,361.90,324.10,46.90,47.60,3.52,0.15,327.90,213.00,3.35,0.00,30.43,7.28,na,
7/5/2024,14:00:00,Pond 27,361.90,322.20,62.50,63.40,4.66,0.15,326.20,212.00,2.75,0.00,30.72,7.29,na,
7/5/2024,15:00:00,Pond 27,359.90,320.70,72.60,73.60,5.42,0.15,324.70,211.00,0.74,0.00,30.68,7.41,na,
7/5/2024,16:00:00,Pond 27,356.10,319.70,88.60,89.90,6.65,0.15,323.40,210.00,0.72,0.00,30.29,7.60,na,
7/5/2024,17:00:00,Pond 27,352.80,319.70,88.90,90.20,6.73,0.15,323.00,210.00,0.76,0.00,29.83,7.61,na,
7/5/2024,18:00:00,Pond 27,351.40,320.40,85.70,87.00,6.53,0.15,323.50,210.00,0.79,0.00,29.52,7.57,na,
7/5/2024,19:00:00,Pond 27,349.00,319.90,84.40,85.70,6.46,0.15,322.80,210.00,0.46,0.00,29.25,7.54,na,
7/5/2024,20:00:00,Pond 27,348.80,321.00,83.10,84.30,6.38,0.15,323.70,210.00,0.56,0.00,29.06,7.49,na,
7/5/2024,21:00:00,Pond 27,347.60,321.40,74.00,75.10,5.71,0.15,324.00,211.00,0.47,0.00,28.81,7.46,na,
7/5/2024,22:00:00,Pond 27,347.40,323.20,64.50,65.50,5.00,0.15,325.60,212.00,0.50,0.00,28.51,7.39,na,
7/5/2024,23:00:00,Pond 27,346.50,324.20,54.50,55.30,4.25,0.15,326.40,212.00,1.08,0.00,28.22,7.36,na,
7/6/2024,0:00:00,Pond 27,345.40,324.90,46.00,46.70,3.60,0.15,326.90,212.00,0.44,0.00,27.96,7.33,na,
7/6/2024,1:00:00,Pond 27,344.90,325.80,40.00,40.60,3.14,0.15,327.60,213.00,0.50,0.00,27.76,7.31,na,
7/6/2024,2:00:00,Pond 27,344.90,327.00,32.20,32.70,2.54,0.16,328.70,214.00,0.42,0.00,27.57,7.28,na,
7/6/2024,3:00:00,Pond 27,344.40,327.70,25.60,26.00,2.03,0.16,329.40,214.00,0.52,0.00,27.40,7.25,na,
7/6/2024,4:00:00,Pond 27,343.90,328.30,22.80,23.10,1.81,0.16,329.80,214.00,0.40,0.00,27.23,7.23,na,
7/6/2024,5:00:00,Pond 27,343.60,329.40,16.30,16.50,1.29,0.16,330.70,215.00,0.51,0.00,27.03,7.20,na,
7/6/2024,6:00:00,Pond 27,342.90,329.70,14.10,14.30,1.13,0.16,331.00,215.00,0.59,0.00,26.88,7.20,na,
7/6/2024,7:00:00,Pond 27,342.80,330.50,11.10,11.20,0.88,0.16,331.70,216.00,0.56,0.00,26.76,7.18,na,
7/6/2024,8:00:00,Pond 27,342.80,331.00,12.40,12.60,0.99,0.16,332.20,216.00,0.50,0.00,26.68,7.21,na,
7/6/2024,9:00:00,Pond 27,343.00,331.00,10.40,10.50,0.83,0.16,332.10,216.00,0.54,0.00,26.71,7.18,na,
7/6/2024,10:00:00,Pond 27,342.60,329.60,22.10,22.40,1.77,0.16,330.80,215.00,0.53,0.00,26.86,7.23,na,
7/6/2024,11:00:00,Pond 27,343.70,328.80,27.30,27.70,2.17,0.16,330.30,215.00,0.51,0.00,27.13,7.25,na,
7/6/2024,12:00:00,Pond 27,345.50,328.30,36.10,36.60,2.85,0.16,330.00,214.00,0.47,0.00,27.46,7.28,na,
7/6/2024,13:00:00,Pond 27,347.90,328.00,47.40,48.10,3.72,0.16,330.00,214.00,0.42,0.00,27.85,7.32,na,
7/6/2024,14:00:00,Pond 27,350.40,327.50,58.50,59.40,4.55,0.16,329.70,214.00,0.34,0.00,28.28,7.35,na,
7/6/2024,15:00:00,Pond 27,353.10,327.30,63.20,64.10,4.88,0.16,329.80,214.00,0.47,0.00,28.69,7.39,na,
7/6/2024,16:00:00,Pond 27,354.60,326.90,76.30,77.40,5.87,0.16,329.60,214.00,0.41,0.00,28.96,7.43,na,
7/6/2024,17:00:00,Pond 27,355.50,326.50,77.70,78.90,5.96,0.16,329.40,214.00,0.32,0.00,29.14,7.43,na,
7/6/2024,18:00:00,Pond 27,356.50,326.40,80.20,81.40,6.13,0.16,329.40,214.00,0.41,0.00,29.31,7.44,na,
7/6/2024,19:00:00,Pond 27,357.10,326.50,80.20,81.40,6.12,0.16,329.50,214.00,0.49,0.00,29.38,7.43,na,
7/6/2024,20:00:00,Pond 27,357.90,327.20,77.00,78.10,5.88,0.16,330.30,215.00,0.31,0.00,29.38,7.43,na,
7/6/2024,21:00:00,Pond 27,358.90,328.30,76.70,77.80,5.86,0.16,331.40,215.00,0.41,0.00,29.35,7.47,na,
7/6/2024,22:00:00,Pond 27,359.20,328.80,77.70,78.80,5.94,0.16,331.80,216.00,0.24,0.00,29.32,7.49,na,
7/6/2024,23:00:00,Pond 27,359.30,329.10,74.40,75.50,5.69,0.16,332.10,216.00,0.41,0.00,29.29,7.50,na,
7/7/2024,0:00:00,Pond 27,359.30,329.20,74.80,75.90,5.72,0.16,332.10,216.00,0.26,0.00,29.29,7.48,na,
7/7/2024,1:00:00,Pond 27,360.10,329.80,71.60,72.60,5.47,0.16,332.80,216.00,0.41,0.00,29.30,7.43,na,
7/7/2024,2:00:00,Pond 27,358.50,328.50,78.30,79.50,5.99,0.16,331.50,215.00,0.24,0.00,29.26,7.47,na,
7/7/2024,3:00:00,Pond 27,356.50,327.30,69.80,70.80,5.35,0.16,330.20,215.00,0.33,0.00,29.17,7.46,na,
7/7/2024,4:00:00,Pond 27,355.50,327.40,52.60,53.30,4.04,0.16,330.20,215.00,0.41,0.00,29.01,7.33,na,
7/7/2024,5:00:00,Pond 27,353.10,326.20,51.40,52.20,3.96,0.15,328.80,214.00,0.48,0.00,28.87,7.36,na,
7/7/2024,6:00:00,Pond 27,352.20,326.10,48.40,49.10,3.74,0.15,328.70,214.00,0.33,0.00,28.74,7.37,na,
7/7/2024,7:00:00,Pond 27,354.20,328.80,35.10,35.70,2.72,0.16,331.30,215.00,0.43,0.00,28.61,7.31,na,
7/7/2024,8:00:00,Pond 27,353.60,328.70,34.50,35.00,2.67,0.16,331.20,215.00,0.34,0.00,28.54,7.31,na,
7/7/2024,9:00:00,Pond 27,354.80,329.80,28.10,28.50,2.17,0.16,332.30,216.00,0.29,0.00,28.56,7.26,na,
7/7/2024,10:00:00,Pond 27,354.50,328.60,39.50,40.10,3.05,0.16,331.20,215.00,0.30,0.00,28.68,7.33,na,
7/7/2024,11:00:00,Pond 27,352.80,325.90,53.00,53.80,4.08,0.15,328.50,214.00,0.39,0.00,28.87,7.37,na,
7/7/2024,12:00:00,Pond 27,352.60,324.20,63.60,64.50,4.88,0.15,327.00,213.00,0.31,0.00,29.10,7.42,na,
7/7/2024,13:00:00,Pond 27,354.60,323.90,70.50,71.50,5.38,0.15,326.90,213.00,0.31,0.00,29.44,7.48,na,
7/7/2024,14:00:00,Pond 27,357.30,324.00,74.80,75.90,5.67,0.15,327.30,213.00,0.29,0.00,29.80,7.44,na,
7/7/2024,15:00:00,Pond 27,359.10,324.00,75.80,76.90,5.72,0.15,327.50,213.00,0.35,0.00,30.06,7.42,na,
7/7/2024,16:00:00,Pond 27,361.10,323.80,87.10,88.40,6.54,0.15,327.50,213.00,0.34,0.00,30.36,7.42,na,
7/7/2024,17:00:00,Pond 27,362.40,323.60,90.80,92.10,6.79,0.15,327.50,213.00,0.50,0.00,30.58,7.46,na,
7/7/2024,18:00:00,Pond 27,363.70,323.60,88.10,89.40,6.57,0.15,327.60,213.00,0.33,0.00,30.76,7.45,na,
7/7/2024,19:00:00,Pond 27,363.10,323.10,85.10,86.30,6.34,0.15,327.10,213.00,0.20,0.00,30.77,7.46,na,
7/7/2024,20:00:00,Pond 27,363.80,323.50,81.10,82.30,6.04,0.15,327.60,213.00,0.21,0.00,30.79,7.40,na,
7/7/2024,21:00:00,Pond 27,363.40,323.60,78.00,79.10,5.82,0.15,327.60,213.00,0.21,0.00,30.72,7.39,na,
7/7/2024,22:00:00,Pond 27,360.40,322.00,93.70,95.10,7.01,0.15,325.90,212.00,0.19,0.00,30.55,7.60,na,
7/7/2024,23:00:00,Pond 27,359.20,322.60,86.10,87.30,6.47,0.15,326.20,212.00,0.31,0.00,30.29,7.49,na,
7/8/2024,0:00:00,Pond 27,358.80,323.60,79.90,81.10,6.03,0.15,327.10,213.00,0.33,0.00,30.06,7.45,na,
7/8/2024,1:00:00,Pond 27,358.00,324.30,71.00,72.00,5.37,0.15,327.70,213.00,0.39,0.00,29.84,7.38,na,
7/8/2024,2:00:00,Pond 27,357.20,325.90,63.60,64.50,4.84,0.15,329.00,214.00,0.52,0.00,29.50,7.34,na,
7/8/2024,3:00:00,Pond 27,356.50,327.20,51.70,52.50,3.96,0.16,330.10,215.00,0.42,0.00,29.18,7.28,na,
7/8/2024,4:00:00,Pond 27,355.20,327.90,38.70,39.30,2.98,0.16,330.60,215.00,0.30,0.00,28.90,7.22,na,
7/8/2024,5:00:00,Pond 27,354.50,328.30,32.00,32.50,2.47,0.16,330.90,215.00,0.31,0.00,28.73,7.18,na,
7/8/2024,6:00:00,Pond 27,354.20,329.10,25.70,26.00,1.99,0.16,331.50,215.00,0.41,0.00,28.58,7.16,na,
7/8/2024,7:00:00,Pond 27,353.70,329.40,26.40,26.80,2.05,0.16,331.80,216.00,0.41,0.00,28.45,7.16,na,
7/8/2024,8:00:00,Pond 27,353.10,330.40,25.60,25.90,1.99,0.16,332.60,216.00,0.51,0.00,28.23,7.19,na,
7/8/2024,9:00:00,Pond 27,350.70,329.30,28.40,28.80,2.22,0.16,331.40,215.00,0.45,0.00,28.06,7.19,na,
7/8/2024,10:00:00,Pond 27,348.70,328.10,34.80,35.30,2.72,0.16,330.10,215.00,0.41,0.00,27.95,7.22,na,
7/8/2024,11:00:00,Pond 27,347.70,327.30,37.40,37.90,2.93,0.16,329.30,214.00,0.58,0.00,27.92,7.23,na,
7/8/2024,12:00:00,Pond 27,346.60,326.10,41.60,42.20,3.26,0.15,328.10,213.00,0.64,0.00,27.96,7.23,na,
7/8/2024,13:00:00,Pond 27,346.10,324.10,49.70,50.40,3.87,0.15,326.30,212.00,0.45,0.00,28.18,7.32,na,
7/8/2024,14:00:00,Pond 27,347.00,323.60,61.80,62.70,4.80,0.15,325.90,212.00,0.40,0.00,28.40,7.38,na,
7/8/2024,15:00:00,Pond 27,347.90,323.30,61.00,61.90,4.73,0.15,325.80,212.00,0.32,0.00,28.56,7.35,na,
7/8/2024,16:00:00,Pond 27,348.40,323.20,64.40,65.30,4.98,0.15,325.70,212.00,0.34,0.00,28.65,7.38,na,
7/8/2024,17:00:00,Pond 27,349.10,322.80,72.90,73.90,5.62,0.15,325.40,212.00,0.55,0.00,28.81,7.42,na,
7/8/2024,18:00:00,Pond 27,350.10,323.60,82.80,84.00,6.38,0.15,326.20,212.00,0.42,0.00,28.84,7.42,na,
7/8/2024,19:00:00,Pond 27,347.30,321.50,100.20,101.60,7.73,0.15,324.00,211.00,0.70,0.00,28.76,7.51,na,
7/8/2024,20:00:00,Pond 27,341.30,317.70,110.20,111.80,8.54,0.15,320.00,208.00,0.42,0.00,28.49,7.59,na,
7/8/2024,21:00:00,Pond 27,342.40,320.50,97.90,99.30,7.63,0.15,322.60,210.00,0.47,0.00,28.21,7.51,na,
7/8/2024,22:00:00,Pond 27,342.30,322.20,85.50,86.70,6.69,0.15,324.10,211.00,0.39,0.00,27.93,7.45,na,
7/8/2024,23:00:00,Pond 27,341.60,323.20,75.60,76.70,5.95,0.15,325.00,211.00,0.48,0.00,27.67,7.39,na,
7/9/2024,0:00:00,Pond 27,340.40,323.80,65.80,66.70,5.20,0.15,325.40,212.00,0.44,0.00,27.41,7.35,na,
7/9/2024,1:00:00,Pond 27,339.60,324.60,58.20,59.00,4.62,0.15,326.10,212.00,0.39,0.00,27.16,7.31,na,
7/9/2024,2:00:00,Pond 27,338.40,325.40,48.30,49.00,3.86,0.15,326.70,212.00,0.37,0.00,26.89,7.27,na,
7/9/2024,3:00:00,Pond 27,337.80,326.20,41.20,41.90,3.30,0.15,327.40,213.00,0.32,0.00,26.67,7.24,na,
7/9/2024,4:00:00,Pond 27,337.20,326.90,35.20,35.80,2.83,0.16,327.90,213.00,0.35,0.00,26.48,7.22,na,
7/9/2024,5:00:00,Pond 27,336.60,327.70,30.20,30.60,2.43,0.16,328.60,214.00,0.35,0.00,26.29,7.21,na,
7/9/2024,6:00:00,Pond 27,336.00,328.50,25.00,25.40,2.03,0.16,329.20,214.00,0.41,0.00,26.08,7.20,na,
7/9/2024,7:00:00,Pond 27,335.60,329.40,20.90,21.20,1.69,0.16,330.00,214.00,0.36,0.00,25.89,7.19,na,
7/9/2024,8:00:00,Pond 27,335.90,330.40,22.30,22.60,1.81,0.16,330.90,215.00,0.44,0.00,25.80,7.21,na,
7/9/2024,9:00:00,Pond 27,334.60,329.00,26.80,27.20,2.18,0.16,329.50,214.00,0.67,0.00,25.80,7.24,na,
7/9/2024,10:00:00,Pond 27,333.80,327.00,38.70,39.30,3.14,0.16,327.70,213.00,0.87,0.00,25.98,7.30,na,
7/9/2024,11:00:00,Pond 27,334.20,325.40,49.20,50.00,3.97,0.15,326.20,212.00,1.77,0.00,26.28,7.34,na,
7/9/2024,12:00:00,Pond 27,337.10,325.50,51.10,51.90,4.09,0.15,326.60,212.00,2.25,0.00,26.68,7.38,na,
7/9/2024,13:00:00,Pond 27,339.90,325.60,63.80,64.70,5.07,0.15,326.90,213.00,3.96,0.00,27.07,7.41,na,
7/9/2024,14:00:00,Pond 27,345.70,327.50,76.80,78.00,6.05,0.16,329.30,214.00,0.89,0.00,27.61,7.51,na,
7/9/2024,15:00:00,Pond 27,351.50,326.90,83.10,84.30,6.43,0.16,329.30,214.00,41.31,0.00,28.53,7.54,na,
7/9/2024,16:00:00,Pond 27,351.40,327.30,78.90,80.00,6.12,0.16,329.70,214.00,16.14,0.00,28.44,7.50,na,
7/9/2024,17:00:00,Pond 27,351.90,326.60,81.50,82.70,6.30,0.16,329.10,214.00,158.65,0.00,28.64,7.52,na,
7/9/2024,18:00:00,Pond 27,352.90,326.50,86.90,88.20,6.70,0.16,329.10,214.00,8.51,0.00,28.79,7.59,na,
7/9/2024,19:00:00,Pond 27,353.10,326.20,90.90,92.20,7.00,0.15,328.90,214.00,7.17,0.00,28.85,7.61,na,
7/9/2024,20:00:00,Pond 27,353.20,326.40,92.50,93.90,7.13,0.16,329.00,214.00,4.46,0.00,28.86,7.63,na,
7/9/2024,21:00:00,Pond 27,354.00,327.30,89.60,90.90,6.90,0.16,329.90,214.00,3.92,0.00,28.82,7.56,na,
7/9/2024,22:00:00,Pond 27,355.20,328.60,78.30,79.40,6.04,0.16,331.20,215.00,3.77,0.00,28.78,7.49,na,
7/9/2024,23:00:00,Pond 27,356.90,330.30,71.90,73.00,5.55,0.16,332.90,216.00,3.12,0.00,28.77,7.42,na,
7/10/2024,0:00:00,Pond 27,357.80,331.10,68.50,69.50,5.29,0.16,333.70,217.00,2.98,0.00,28.77,7.41,na,
7/10/2024,1:00:00,Pond 27,360.00,333.30,62.50,63.50,4.83,0.16,335.90,218.00,2.69,0.00,28.76,7.40,na,
7/10/2024,2:00:00,Pond 27,357.50,331.50,62.60,63.50,4.84,0.16,334.00,217.00,3.16,0.00,28.67,7.43,na,
7/10/2024,3:00:00,Pond 27,353.00,328.60,62.30,63.30,4.83,0.16,331.00,215.00,1.72,0.00,28.48,7.43,na,
7/10/2024,4:00:00,Pond 27,351.60,328.90,53.90,54.70,4.19,0.16,331.10,215.00,1.37,0.00,28.25,7.39,na,
7/10/2024,5:00:00,Pond 27,351.00,329.70,46.30,46.90,3.62,0.16,331.80,216.00,1.23,0.00,28.04,7.36,na,
7/10/2024,6:00:00,Pond 27,350.90,330.80,38.60,39.20,3.03,0.16,332.70,216.00,1.20,0.00,27.86,7.34,na,
7/10/2024,7:00:00,Pond 27,350.80,331.70,33.90,34.30,2.66,0.16,333.50,217.00,1.15,0.00,27.71,7.35,na,
7/10/2024,8:00:00,Pond 27,350.10,331.60,30.30,30.70,2.38,0.16,333.40,217.00,1.18,0.00,27.62,7.32,na,
7/10/2024,9:00:00,Pond 27,350.50,331.90,27.10,27.50,2.13,0.16,333.70,217.00,1.04,0.00,27.64,7.30,na,
7/10/2024,10:00:00,Pond 27,351.60,332.20,24.70,25.00,1.94,0.16,334.10,217.00,0.86,0.00,27.74,7.29,na,
7/10/2024,11:00:00,Pond 27,352.10,330.80,44.60,45.20,3.49,0.16,332.90,216.00,0.85,0.00,28.02,7.37,na,
7/10/2024,12:00:00,Pond 27,352.20,328.50,66.30,67.20,5.15,0.16,330.80,215.00,1.30,0.00,28.39,7.45,na,
7/10/2024,13:00:00,Pond 27,353.90,327.40,65.60,66.60,5.06,0.16,330.00,215.00,1.28,0.00,28.78,7.38,na,
7/10/2024,14:00:00,Pond 27,356.70,327.10,65.50,66.40,5.01,0.16,330.00,215.00,1.61,0.00,29.24,7.34,na,
7/10/2024,15:00:00,Pond 27,359.10,325.90,94.90,96.30,7.20,0.15,329.20,214.00,1.74,0.00,29.76,7.48,na,
7/10/2024,16:00:00,Pond 27,360.20,325.90,87.10,88.40,6.59,0.15,329.30,214.00,1.36,0.00,29.91,7.42,na,
7/10/2024,17:00:00,Pond 27,360.50,324.80,91.20,92.50,6.87,0.15,328.40,213.00,1.59,0.00,30.12,7.48,na,
7/10/2024,18:00:00,Pond 27,360.70,324.10,96.80,98.20,7.28,0.15,327.70,213.00,1.50,0.00,30.27,7.50,na,
7/10/2024,19:00:00,Pond 27,361.40,324.30,86.20,87.50,6.48,0.15,328.00,213.00,1.41,0.00,30.33,7.40,na,
7/10/2024,20:00:00,Pond 27,361.40,324.40,87.30,88.60,6.56,0.15,328.10,213.00,1.04,0.00,30.31,7.44,na,
7/10/2024,21:00:00,Pond 27,360.90,324.30,78.90,80.00,5.93,0.15,327.90,213.00,1.16,0.00,30.26,7.42,na,
7/10/2024,22:00:00,Pond 27,361.60,324.90,83.40,84.70,6.27,0.15,328.50,214.00,0.91,0.00,30.28,7.41,na,
7/10/2024,23:00:00,Pond 27,363.60,326.80,90.70,92.10,6.83,0.16,330.50,215.00,1.45,0.00,30.24,7.41,na,
7/11/2024,0:00:00,Pond 27,354.80,320.00,92.80,94.20,7.00,0.15,323.40,210.00,1.07,0.00,30.08,7.50,na,
7/11/2024,1:00:00,Pond 27,354.00,320.70,81.90,83.10,6.20,0.15,324.00,211.00,1.11,0.00,29.85,7.47,na,
7/11/2024,2:00:00,Pond 27,353.90,322.00,73.70,74.80,5.60,0.15,325.20,211.00,0.94,0.00,29.62,7.42,na,
7/11/2024,3:00:00,Pond 27,353.60,323.20,63.80,64.70,4.87,0.15,326.20,212.00,0.80,0.00,29.39,7.36,na,
7/11/2024,4:00:00,Pond 27,353.10,324.20,54.60,55.40,4.18,0.15,327.00,213.00,1.13,0.00,29.17,7.34,na,
7/11/2024,5:00:00,Pond 27,353.60,326.10,44.70,45.40,3.44,0.15,328.80,214.00,0.77,0.00,28.96,7.30,na,
7/11/2024,6:00:00,Pond 27,354.10,327.80,38.70,39.30,2.99,0.16,330.40,215.00,0.85,0.00,28.75,7.28,na,
7/11/2024,7:00:00,Pond 27,353.80,328.90,31.60,32.10,2.45,0.16,331.30,215.00,1.02,0.00,28.55,7.23,na,
7/11/2024,8:00:00,Pond 27,352.50,328.60,30.00,30.40,2.33,0.16,330.90,215.00,0.83,0.00,28.41,7.18,na,
7/11/2024,9:00:00,Pond 27,353.40,329.40,24.60,24.90,1.91,0.16,331.70,216.00,0.75,0.00,28.41,7.17,na,
7/11/2024,10:00:00,Pond 27,354.60,329.70,25.90,26.30,2.00,0.16,332.10,216.00,0.72,0.00,28.55,7.22,na,
7/11/2024,11:00:00,Pond 27,355.30,328.80,40.20,40.80,3.10,0.16,331.40,215.00,1.87,0.00,28.78,7.28,na,
7/11/2024,12:00:00,Pond 27,356.40,327.50,56.40,57.20,4.33,0.16,330.40,215.00,1.67,0.00,29.12,7.32,na,
7/11/2024,13:00:00,Pond 27,355.60,323.80,72.30,73.30,5.50,0.15,326.90,213.00,1.15,0.00,29.60,7.39,na,
7/11/2024,14:00:00,Pond 27,358.80,323.70,80.90,82.10,6.10,0.15,327.20,213.00,3.81,0.00,30.05,7.42,na,
7/11/2024,15:00:00,Pond 27,370.20,337.40,69.90,70.90,5.32,0.16,340.70,221.00,3.06,0.00,29.54,7.71,na,
7/11/2024,16:00:00,Pond 27,370.90,336.30,76.10,77.20,5.76,0.16,339.80,221.00,2.19,0.00,29.80,7.79,na,
7/11/2024,17:00:00,Pond 27,371.20,334.00,91.10,92.50,6.86,0.16,337.70,220.00,2.13,0.00,30.18,7.77,na,
7/11/2024,18:00:00,Pond 27,371.30,332.70,99.30,100.70,7.44,0.16,336.50,219.00,1.88,0.00,30.41,7.89,na,
7/11/2024,19:00:00,Pond 27,371.30,331.80,103.10,104.60,7.72,0.16,335.80,218.00,1.48,0.00,30.54,7.92,na,
7/11/2024,20:00:00,Pond 27,371.20,331.70,104.00,105.60,7.78,0.16,335.60,218.00,1.58,0.00,30.55,7.79,na,
7/11/2024,21:00:00,Pond 27,372.90,333.10,94.40,95.80,7.06,0.16,337.10,219.00,1.51,0.00,30.55,7.66,na,
7/11/2024,22:00:00,Pond 27,372.20,332.30,93.80,95.10,7.01,0.16,336.30,219.00,1.60,0.00,30.58,7.64,na,
7/11/2024,23:00:00,Pond 27,372.10,332.80,85.20,86.50,6.38,0.16,336.70,219.00,1.46,0.00,30.50,7.78,na,
7/12/2024,0:00:00,Pond 27,359.00,322.60,88.90,90.20,6.68,0.15,326.20,212.00,1.29,0.00,30.26,7.75,na,
7/12/2024,1:00:00,Pond 27,359.50,324.40,76.30,77.50,5.76,0.15,327.90,213.00,1.25,0.00,30.04,7.61,na,
7/12/2024,2:00:00,Pond 27,359.20,325.60,66.50,67.50,5.04,0.15,329.00,214.00,1.10,0.00,29.80,7.50,na,
7/12/2024,3:00:00,Pond 27,359.10,327.10,58.70,59.50,4.46,0.16,330.30,215.00,1.26,0.00,29.57,7.47,na,
7/12/2024,4:00:00,Pond 27,358.90,328.40,48.40,49.10,3.70,0.16,331.50,215.00,0.92,0.00,29.34,7.41,na,
7/12/2024,5:00:00,Pond 27,358.50,329.40,43.10,43.70,3.30,0.16,332.30,216.00,1.00,0.00,29.12,7.38,na,
7/12/2024,6:00:00,Pond 27,357.90,330.30,37.70,38.30,2.91,0.16,333.00,216.00,1.01,0.00,28.91,7.33,na,
7/12/2024,7:00:00,Pond 27,357.40,331.20,30.70,31.20,2.38,0.16,333.80,217.00,1.27,0.00,28.71,7.28,na,
7/12/2024,8:00:00,Pond 27,356.80,331.40,27.00,27.40,2.09,0.16,333.90,217.00,1.20,0.00,28.59,7.21,na,
7/12/2024,9:00:00,Pond 27,356.50,331.00,26.60,27.00,2.06,0.16,333.50,217.00,1.08,0.00,28.61,7.20,na,
7/12/2024,10:00:00,Pond 27,358.80,332.30,21.30,21.70,1.65,0.16,334.90,218.00,0.86,0.00,28.74,7.24,na,
7/12/2024,11:00:00,Pond 27,359.70,331.50,37.80,38.30,2.91,0.16,334.30,217.00,1.02,0.00,28.97,7.30,na,
7/12/2024,12:00:00,Pond 27,359.90,329.20,65.60,66.50,5.01,0.16,332.20,216.00,0.91,0.00,29.36,7.44,na,
7/12/2024,13:00:00,Pond 27,363.20,329.60,60.70,61.60,4.60,0.16,333.00,216.00,1.69,0.00,29.76,7.33,na,
7/12/2024,14:00:00,Pond 27,369.90,337.10,67.90,68.90,5.17,0.16,340.40,221.00,7.68,0.00,29.54,7.54,na,
7/12/2024,15:00:00,Pond 27,370.00,335.50,83.40,84.60,6.32,0.16,339.00,220.00,2.89,0.00,29.79,7.72,na,
7/12/2024,16:00:00,Pond 27,370.90,333.70,92.00,93.30,6.92,0.16,337.40,219.00,3.86,0.00,30.19,7.82,na,
7/12/2024,17:00:00,Pond 27,372.40,332.70,91.00,92.40,6.81,0.16,336.70,219.00,3.42,0.00,30.55,7.87,na,
7/12/2024,18:00:00,Pond 27,372.50,331.60,96.00,97.40,7.16,0.16,335.70,218.00,2.68,0.00,30.73,7.87,na,
7/12/2024,19:00:00,Pond 27,372.20,330.70,95.80,97.20,7.13,0.16,334.80,218.00,2.11,0.00,30.84,7.89,na,
7/12/2024,20:00:00,Pond 27,372.00,330.60,107.10,108.70,7.98,0.16,334.80,218.00,2.23,0.00,30.82,7.79,na,
